AHI #,Project ID,Project Name,Owner,Developer,Address,Zip Code ,Council District,Total Units,Total Affordable Units,Total PSH Units ,Unit Type,Tenure,Status,Affordability Start Year,Affordability Expiration Year ,Affordability Period,Fee in Lieu Status,Calculated Fee In Lieu,Units <= 30% MFI,Units <= 40% MFI,Units <= 50% MFI,Units <= 60% MFI,Units <= 65% MFI,Units <= 80% MFI,Market Rate Units,RHDA ,OHDA,PA Bond ,CLT,DDB,ERC,MDA,MUD,MUDB,NBG,PUDDA,PUDDB,RNY,SMART,SMART-GF,TOD,UNO,VMU,VOL,2006 GO Bond ,2013 GO Bond,CDBG,HOME,HTF,CIP,UNO TF ,Total City Funding ,LIHTC ,Longitude,Latitude,Location
347,5424,Empire Communities - SF - Section 10A (RMMA MDA),"Catellus Austin, LLC",Catellus Austin LLC,Undisclosed,"78,723",9,1,0,0,Single Family,Ownership,Application Received,,,0,None,0,0,0,0,0,0,0,1,No,No,No,No,No,No,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,,,,,,,,0,N/A,-97.697802,30.295732,"(30.295732, -97.697802)"
347,5425,Empire Communities - SF - Section 10A (RMMA MDA),"Catellus Austin, LLC",Catellus Austin LLC,Undisclosed,"78,723",9,1,0,0,Single Family,Ownership,Application Received,,,0,None,0,0,0,0,0,0,0,1,No,No,No,No,No,No,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,,,,,,,,0,N/A,-97.697803,30.29573,"(30.29573, -97.697803)"
347,5426,Empire Communities - SF - Section 10A (RMMA MDA),"Catellus Austin, LLC",Catellus Austin LLC,Undisclosed,"78,723",9,1,0,0,Single Family,Ownership,Application Received,,,0,None,0,0,0,0,0,0,0,1,No,No,No,No,No,No,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,,,,,,,,0,N/A,-97.695062,30.292547,"(30.292547, -97.695062)"
347,5427,Empire Communities - SF - Section 10A (RMMA MDA),"Catellus Austin, LLC",Catellus Austin LLC,Undisclosed,"78,723",9,1,0,0,Single Family,Ownership,Application Received,,,0,None,0,0,0,0,0,0,0,1,No,No,No,No,No,No,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,,,,,,,,0,N/A,-97.695065,30.292542,"(30.292542, -97.695065)"
347,5428,Empire Communities - SF - Section 10A (RMMA MDA),"Catellus Austin, LLC",Catellus Austin LLC,Undisclosed,"78,723",9,1,0,0,Single Family,Ownership,Application Received,,,0,None,0,0,0,0,0,0,0,1,No,No,No,No,No,No,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,,,,,,,,0,N/A,-97.695064,30.292542,"(30.292542, -97.695064)"
641,5514,809 San Marcos Street,Guadalupe Neighborhood Development Corporation,Guadalupe Neighborhood Development Corporation,Undisclosed,"78,702",1,1,1,0,Single Family,Ownership,Application Received,,,0,None,0,0,0,0,0,0,1,0,No,Yes,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,,,,,,,,0,N/A,-97.928002,29.886118,"(29.886118, -97.928002)"
641,5515,1103 Clermont Avenue,Guadalupe Neighborhood Development Corporation,Guadalupe Neighborhood Development Corporation,Undisclosed,"78,702",3,1,1,0,Single Family,Ownership,Application Received,,,0,None,0,0,0,0,0,0,1,0,No,Yes,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,,,,,,,,0,N/A,-97.735987,30.254396,"(30.254396, -97.735987)"
347,5429,Empire Communities,"Catellus Austin, LLC",Catellus Austin LLC,Undisclosed,"78,723",9,1,0,0,Single Family,Ownership,Application Received,,,0,None,0,0,0,0,0,0,0,1,No,No,No,No,No,No,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,,,,,,,,0,N/A,-97.695063,30.292543,"(30.292543, -97.695063)"
347,5430,Empire Communities - SF - Section 10A (RMMA MDA),"Catellus Austin, LLC",Catellus Austin LLC,Undisclosed,"78,723",9,1,0,0,Single Family,Ownership,Application Received,,,0,None,0,0,0,0,0,0,0,1,No,No,No,No,No,No,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,,,,,,,,0,N/A,-97.69506,30.292552,"(30.292552, -97.69506)"
347,5431,Empire Communities - SF - Section 10A (RMMA-MDA),"Catellus Austin, LLC",Catellus Austin LLC,Undisclosed,"78,723",9,1,0,0,Single Family,Ownership,Application Received,,,0,None,0,0,0,0,0,0,0,1,No,No,No,No,No,No,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,,,,,,,,0,N/A,-97.695063,30.292543,"(30.292543, -97.695063)"
347,5476,Austin Habitat for Humanity - SF - Section 10B (RMMA MDA),"Catellus Austin, LLC",Catellus Austin LLC,Undisclosed,"78,723",9,1,1,0,Single Family,Ownership,Certified/Loan Executed,,,99,None,0,0,0,0,0,0,1,0,No,No,No,No,No,No,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,,,,,,,,0,N/A,-97.697882,30.300234,"(30.300234, -97.697882)"
347,5477,Austin Habitat for Humanity - SF - Section 10B (RMMA-MDA),"Catellus Austin, LLC",Catellus Austin LLC,Undisclosed,"78,723",9,1,1,0,Single Family,Ownership,Certified/Loan Executed,,,0,None,0,0,0,0,0,0,1,0,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,,,,,,,,0,N/A,-97.697879,30.300232,"(30.300232, -97.697879)"
347,5478,Austin Habitat for Humanity - SF -Section 10B (RMMA-MDA),"Catellus Austin, LLC",Catellus Austin LLC,Undisclosed,"78,723",9,1,1,0,Single Family,Ownership,Certified/Loan Executed,,,0,None,0,0,0,0,0,0,1,0,No,No,No,No,No,No,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,,,,,,,,0,N/A,-97.697879,30.300232,"(30.300232, -97.697879)"
347,5479,Austin Habitat for Humanity - SF - Section 10B (RMMA-MDA),"Catellus Austin, LLC",Catellus Austin LLC,Undisclosed,"78,723",9,1,1,0,Single Family,Ownership,Certified/Loan Executed,,,0,None,0,0,0,0,0,0,1,0,No,No,No,No,No,No,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,,,,,,,,0,N/A,-97.697879,30.300233,"(30.300233, -97.697879)"
347,5480,Austin Habitat for Humanity - SF - Section 10B (RMMA-MDA),"Catellus Austin, LLC",Catellus Austin LLC,Undisclosed,"78,723",9,1,1,0,Single Family,Ownership,Certified/Loan Executed,,,0,None,0,0,0,0,0,0,1,0,No,No,No,No,No,No,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,,,,,,,,0,N/A,-97.697879,30.300232,"(30.300232, -97.697879)"
347,5481,Austin Habitat for Humanity - SF - Section 10B (RMMA-MDA),"Catellus Austin, LLC",Catellus Austin LLC,Undisclosed,"78,723",9,1,1,0,Single Family,Ownership,Certified/Loan Executed,,,0,None,0,0,0,0,0,0,1,0,No,No,No,No,No,No,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,,,,,,,,0,N/A,-97.69788,30.300233,"(30.300233, -97.69788)"
347,5482,Austin Habitat for Humanity - SF - Section 10B (RMMA-MDA),"Catellus Austin, LLC",Catellus Austin LLC,Undisclosed,"78,723",9,1,1,0,Single Family,Ownership,Certified/Loan Executed,,,0,None,0,0,0,0,0,0,1,0,No,No,No,No,No,No,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,,,,,,,,0,N/A,-97.697878,30.300234,"(30.300234, -97.697878)"
347,5483,Austin Habitat for Humanity - SF - Section 10B (RMMA-MDA),"Catellus Austin, LLC",Catellus Austin LLC,Undisclosed,"78,723",9,1,1,0,Single Family,Ownership,Certified/Loan Executed,,,0,None,0,0,0,0,0,0,1,0,No,No,No,No,No,No,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,,,,,,,,0,N/A,-97.697879,30.300233,"(30.300233, -97.697879)"
347,5484,Austin Habitat for Humanity - SF - Section 10B (RMMA-MDA),"Catellus Austin, LLC",Catellus Austin LLC,Undisclosed,"78,723",9,1,1,0,Single Family,Ownership,Certified/Loan Executed,,,0,None,0,0,0,0,0,0,1,0,No,No,No,No,No,No,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,,,,,,,,0,N/A,-97.697878,30.300233,"(30.300233, -97.697878)"
347,5485,Austin Habitat for Humanity - SF - Section 10B (RMMA-MDA),"Catellus Austin, LLC",Catellus Austin LLC,Undisclosed,"78,723",9,1,1,0,Single Family,Ownership,Certified/Loan Executed,,,0,None,0,0,0,0,0,0,1,0,No,No,No,No,No,No,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,,,,,,,,0,N/A,-97.697878,30.300232,"(30.300232, -97.697878)"
347,5486,Austin Habitat for Humanity - SF - Section 10B (RMMA-MDA),"Catellus Austin, LLC",Catellus Austin LLC,Undisclosed,"78,723",9,1,1,0,Single Family,Ownership,Certified/Loan Executed,,,0,None,0,0,0,0,0,0,1,0,No,No,No,No,No,No,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,,,,,,,,0,N/A,-97.697877,30.300233,"(30.300233, -97.697877)"
361,5489,Austin Proper (GWTP MDA),TCC/CVI Development Group,"TC Green Water Master Developer, LLC",Undisclosed,"78,701",9,110,0,0,Multifamily,Ownership,Building Permit Issued,,,0,Pending,0,0,0,0,0,0,0,110,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,,,,,,,,0,N/A,-97.749835,30.266232,"(30.266232, -97.749835)"
629,5492,1131 Tillery Street,Austin Housing Finance Corporation,Austin Housing Finance Corporation,Undisclosed,"78,702",3,1,1,0,Single Family,Ownership,Certified/Loan Executed,,,0,None,0,0,0,0,0,0,1,0,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,,,,,,,,0,N/A,-97.700423,30.269059,"(30.269059, -97.700423)"
347,5493,Muskin Company - SF - Section 10 (RMMA MDA),"Catellus Austin, LLC",Catellus Austin LLC,Undisclosed,"78,723",9,4,0,0,Single Family,Ownership,Certified/Loan Executed,,,0,None,0,0,0,0,0,0,0,4,No,No,No,No,No,No,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,,,,,,,,0,N/A,-97.697617,30.295389,"(30.295389, -97.697617)"
307,5501,AVI Homes - SF - Section 1 (Pilot Knob PUD),Carma Easton LLC,Carma Easton LLC,Undisclosed,"78,744",2,31,0,0,Single Family,Ownership,Project Completed,,,0,None,0,0,0,0,0,0,0,31,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,,,,,0,N/A,-97.721746,30.163553,"(30.163553, -97.721746)"
307,5502,Dream Finders - SF - Section 1 (Pilot Knob PUD),Carma Easton LLC,Carma Easton LLC,Undisclosed,"78,744",2,25,0,0,Single Family,Ownership,Project Completed,,,0,None,0,0,0,0,0,0,0,25,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,,,,,0,N/A,-97.721746,30.163553,"(30.163553, -97.721746)"
307,5503,Brookfield Homes - SF - Section 2 (Pilot Knob PUD),Carma Easton LLC,Carma Easton LLC,Undisclosed,"78,744",2,321,0,0,Single Family,Ownership,Building Permit Issued,,,0,None,0,0,0,0,0,0,0,321,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,,,,,0,N/A,-97.721746,30.163553,"(30.163553, -97.721746)"
307,5504,Meritage Homes - SF - Section 2 (Pilot Knob PUD),Carma Easton LLC,Carma Easton LLC,Undisclosed,"78,744",2,1,0,0,Single Family,Ownership,Project Completed,,,0,None,0,0,0,0,0,0,0,1,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,,,,,0,N/A,-97.721746,30.163553,"(30.163553, -97.721746)"
307,5505,David Weekley - SF - Section 2 (Pilot Knob PUD),Carma Easton LLC,Carma Easton LLC,Undisclosed,"78,744",2,88,0,0,Single Family,Ownership,Building Permit Issued,,,0,None,0,0,0,0,0,0,0,88,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,,,,,0,N/A,-97.721746,30.163553,"(30.163553, -97.721746)"
307,5506,Perry Homes - SF - Section 2 (Pilot Knob PUD),Carma Easton LLC,Carma Easton LLC,Undisclosed,"78,744",2,88,0,0,Single Family,Ownership,Building Permit Issued,,,0,None,0,0,0,0,0,0,0,88,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,,,,,0,N/A,-97.721746,30.163553,"(30.163553, -97.721746)"
307,5507,Taylor Morrison - SF - Section 2 (Pilot Knob PUD),Carma Easton LLC,Carma Easton LLC,Undisclosed,"78,744",2,91,0,0,Single Family,Ownership,Building Permit Issued,,,0,None,0,0,0,0,0,0,0,91,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,,,,,0,N/A,-97.721746,30.163553,"(30.163553, -97.721746)"
307,5508,Dream Finders - SF - Section 1 (Pilot Knob PUD),Carma Easton LLC,Carma Easton LLC,Undisclosed,"78,744",2,90,0,0,Single Family,Ownership,Building Permit Issued,,,0,None,0,0,0,0,0,0,0,90,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,,,,,0,N/A,-97.721746,30.163553,"(30.163553, -97.721746)"
307,5509,Pacesetter Homes - SF - Section 2 (Pilot Knob PUD),Carma Easton LLC,Carma Easton LLC,Undisclosed,"78,744",2,97,0,0,Single Family,Ownership,Building Permit Issued,,,0,None,0,0,0,0,0,0,0,97,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,,,,,0,N/A,-97.721746,30.163553,"(30.163553, -97.721746)"
347,5521,CalAtlantic - SF - Section 9 (RMMA MDA),"Catellus Austin, LLC",Catellus Austin LLC,Undisclosed,"78,723",9,1,1,0,Single Family,Ownership,Project Completed,2018,2019,1,None,0,0,0,0,0,0,1,0,No,No,No,No,No,No,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,,,,,,,,0,N/A,-97.69852,30.297869,"(30.297869, -97.69852)"
347,5522,CalAtlantic - SF - Section 9 (RMMA MDA),"Catellus Austin, LLC",Catellus Austin LLC,Undisclosed,"78,723",9,1,1,0,Single Family,Ownership,Project Completed,2018,2019,1,None,0,0,0,0,0,0,1,0,No,No,No,No,No,No,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,,,,,,,,0,N/A,-97.698522,30.297867,"(30.297867, -97.698522)"
316,5524,The 900 Condos,PSW 900 Eastline LP,PSW 900 Eastline LP,Undisclosed,"78,704",9,1,1,0,Multifamily,Ownership,Project Completed,,,0,None,0,0,0,0,0,0,1,0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,,,,,,,,0,N/A,-97.752302,30.254741,"(30.254741, -97.752302)"
316,5526,The 900 Condos,PSW 900 Eastline LP,PSW 900 Eastline LP,Undisclosed,"78,704",9,1,1,0,Multifamily,Ownership,Project Completed,,,0,None,0,0,0,0,0,0,1,0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,,,,,,,,0,N/A,-97.752302,30.254741,"(30.254741, -97.752302)"
316,5527,The 900 Condos,PSW 900 Eastline LP,PSW 900 Eastline LP,Undisclosed,"78,704",3,1,1,0,Multifamily,Ownership,Project Completed,,,0,None,0,0,0,0,0,0,0,0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,,,,,,,,0,N/A,-97.752302,30.254741,"(30.254741, -97.752302)"
316,5528,The 900 Condos,PSW 900 Eastline LP,PSW 900 Eastline LP,Undisclosed,"78,704",9,1,1,0,Multifamily,Ownership,Project Completed,,,0,None,0,0,0,0,0,0,1,0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,,,,,,,,0,N/A,-97.752302,30.254741,"(30.254741, -97.752302)"
316,5529,The 900 Condos,PSW 900 Eastline LP,PSW 900 Eastline LP,Undisclosed,"78,704",3,1,1,0,Multifamily,Ownership,Project Completed,,,0,None,0,0,0,0,0,0,0,0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,,,,,,,,0,N/A,-97.752302,30.254741,"(30.254741, -97.752302)"
347,5536,Lennar Homes/Village Builders-Austin - SF - Section 10 (RMMA MDA),"Catellus Austin, LLC",Catellus Austin LLC,Undisclosed,"78,723",9,117,23,0,Multifamily,Ownership,Certified/Loan Executed,,,0,None,0,0,0,0,0,0,23,94,No,No,No,No,No,No,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,,,,,,,,0,N/A,,,
321,5538,Enclave at Estancia - Phase V (Lennar Homes),SLF III Onion Creek LP,"Estancia Villas, LLC",Undisclosed,"78,652",5,84,0,0,Single Family,Ownership,Certified/Loan Executed,,,0,None,0,0,0,0,0,0,84,0,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,,,,,,,,0,N/A,-97.807296,30.124392,"(30.124392, -97.807296)"
85,5540,The Chicon,Chestnut Neighborhood Revitalization Corporation,Chestnut Neighborhood Revitalization Corporation,Undisclosed,"78,702",1,1,1,0,Multifamily,Ownership,Project Completed,2018,2117,99,None,0,0,0,0,0,0,1,0,No,Yes,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,Yes,No,,,,,,,,0,N/A,-97.72018,30.27438,"(30.27438, -97.72018)"
85,5541,The Chicon,Chestnut Neighborhood Revitalization Corporation,Chestnut Neighborhood Revitalization Corporation,Undisclosed,"78,702",1,1,1,0,Multifamily,Ownership,Project Completed,2018,2117,99,None,0,0,0,0,0,0,1,0,No,Yes,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,Yes,No,,,,,,,,0,N/A,-97.72018,30.27438,"(30.27438, -97.72018)"
85,5542,The Chicon,Chestnut Neighborhood Revitalization Corporation,Chestnut Neighborhood Revitalization Corporation,Undisclosed,"78,702",1,1,1,0,Multifamily,Ownership,Project Completed,2018,2117,99,None,0,0,0,0,0,0,1,0,No,Yes,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,Yes,No,,,,,,,,0,N/A,-97.72018,30.27438,"(30.27438, -97.72018)"
85,5543,The Chicon,Chestnut Neighborhood Revitalization Corporation,Chestnut Neighborhood Revitalization Corporation,Undisclosed,"78,702",1,1,1,0,Multifamily,Ownership,Project Completed,2018,2117,99,None,0,0,0,0,0,0,1,0,No,Yes,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,Yes,No,,,,,,,,0,N/A,-97.72018,30.27438,"(30.27438, -97.72018)"
85,5544,The Chicon,Chestnut Neighborhood Revitalization Corporation,Chestnut Neighborhood Revitalization Corporation,Undisclosed,"78,702",1,1,1,0,Multifamily,Ownership,Project Completed,2018,2117,99,None,0,0,0,0,0,0,1,0,No,Yes,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,Yes,No,,,,,,,,0,N/A,-97.72018,30.27438,"(30.27438, -97.72018)"
85,5545,The Chicon,Chestnut Neighborhood Revitalization Corporation,Chestnut Neighborhood Revitalization Corporation,Undisclosed,"78,702",1,1,1,0,Multifamily,Ownership,Project Completed,2018,2117,99,None,0,0,0,0,0,0,1,0,No,Yes,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,Yes,No,,,,,,,,0,N/A,-97.72018,30.27438,"(30.27438, -97.72018)"
85,5546,The Chicon,Chestnut Neighborhood Revitalization Corporation,Chestnut Neighborhood Revitalization Corporation,Undisclosed,"78,702",1,1,1,0,Multifamily,Ownership,Project Completed,2018,2117,99,None,0,0,0,0,0,0,1,0,No,Yes,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,Yes,No,,,,,,,,0,N/A,-97.72018,30.27438,"(30.27438, -97.72018)"
85,5547,The Chicon,Chestnut Neighborhood Revitalization Corporation,Chestnut Neighborhood Revitalization Corporation,Undisclosed,"78,702",1,1,1,0,Multifamily,Ownership,Project Completed,2018,2117,99,None,0,0,0,0,0,0,1,0,No,Yes,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,Yes,No,,,,,,,,0,N/A,-97.72018,30.27438,"(30.27438, -97.72018)"
85,5548,The Chicon,Chestnut Neighborhood Revitalization Corporation,Chestnut Neighborhood Revitalization Corporation,Undisclosed,"78,702",1,1,1,0,Multifamily,Ownership,Project Completed,2018,2117,99,None,0,0,0,0,0,0,1,0,No,Yes,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,Yes,No,,,,,,,,0,N/A,-97.72018,30.27438,"(30.27438, -97.72018)"
85,5549,The Chicon,Chestnut Neighborhood Revitalization Corporation,Chestnut Neighborhood Revitalization Corporation,Undisclosed,"78,702",1,1,1,0,Multifamily,Ownership,Project Completed,2018,2117,99,None,0,0,0,0,0,0,1,0,No,Yes,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,Yes,No,,,,,,,,0,N/A,-97.719825,30.275032,"(30.275032, -97.719825)"
85,5550,The Chicon,Chestnut Neighborhood Revitalization Corporation,Chestnut Neighborhood Revitalization Corporation,Undisclosed,"78,702",1,1,1,0,Multifamily,Ownership,Project Completed,2018,2117,99,None,0,0,0,0,0,0,1,0,No,Yes,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,Yes,No,,,,,,,,0,N/A,-97.719825,30.275032,"(30.275032, -97.719825)"
85,5551,The Chicon,Chestnut Neighborhood Revitalization Corporation,Chestnut Neighborhood Revitalization Corporation,Undisclosed,"78,702",1,1,1,0,Multifamily,Ownership,Project Completed,2018,2117,99,None,0,0,0,0,0,0,1,0,No,Yes,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,Yes,No,,,,,,,,0,N/A,-97.72018,30.27438,"(30.27438, -97.72018)"
85,5552,The Chicon,Chestnut Neighborhood Revitalization Corporation,Chestnut Neighborhood Revitalization Corporation,Undisclosed,"78,702",1,1,1,0,Multifamily,Ownership,Project Completed,2019,2118,99,None,0,0,0,0,0,0,1,0,No,Yes,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,Yes,No,,,,,,,,0,N/A,-97.719825,30.275032,"(30.275032, -97.719825)"
85,5553,The Chicon,Chestnut Neighborhood Revitalization Corporation,Chestnut Neighborhood Revitalization Corporation,Undisclosed,"78,702",1,1,1,0,Multifamily,Ownership,Project Completed,2018,2117,99,None,0,0,0,0,0,0,1,0,No,Yes,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,Yes,No,,,,,,,,0,N/A,-97.719825,30.275032,"(30.275032, -97.719825)"
85,5554,The Chicon,Chestnut Neighborhood Revitalization Corporation,Chestnut Neighborhood Revitalization Corporation,Undisclosed,"78,702",1,1,1,0,Multifamily,Ownership,Project Completed,2018,2117,99,None,0,0,0,0,0,0,1,0,No,Yes,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,Yes,No,,,,,,,,0,N/A,-97.719825,30.275032,"(30.275032, -97.719825)"
85,5555,The Chicon,Chestnut Neighborhood Revitalization Corporation,Chestnut Neighborhood Revitalization Corporation,Undisclosed,"78,702",1,1,1,0,Single Family,Ownership,Project Completed,2018,2117,99,None,0,0,0,0,0,0,1,0,No,Yes,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,Yes,No,,,,,,,,0,N/A,-97.719825,30.275032,"(30.275032, -97.719825)"
85,5556,The Chicon,Chestnut Neighborhood Revitalization Corporation,Chestnut Neighborhood Revitalization Corporation,Undisclosed,"78,702",1,1,1,0,Multifamily,Ownership,Project Completed,2018,2117,99,None,0,0,0,0,0,0,1,0,No,Yes,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,Yes,No,,,,,,,,0,N/A,-97.72018,"30,274,380","(3.027438E+7, -97.72018)"
85,5557,The Chicon,Chestnut Neighborhood Revitalization Corporation,Chestnut Neighborhood Revitalization Corporation,Undisclosed,"78,702",1,1,1,0,Multifamily,Ownership,Project Completed,2018,2117,99,None,0,0,0,0,0,0,1,0,No,Yes,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,Yes,No,,,,,,,,0,N/A,-97.72018,30.27438,"(30.27438, -97.72018)"
264,5562,"EHT of Texas, LP - SF-Phase 1-A, Section & (Goodnight Ranch)","Bradsher Family Trust and MVE Ventures, LTD",Momark Development LLC,Undisclosed,"78,747",2,51,0,0,Single Family,Ownership,Certified/Loan Executed,,,0,None,0,0,0,0,0,0,0,51,No,No,No,No,No,No,No,No,No,No,No,Yes,No,Yes,No,No,No,No,No,,,,,,,,0,N/A,,,
347,5571,Empire Communities - SF - Section 10A - 2 (RMMA MDA),"Catellus Austin, LLC",Catellus Austin LLC,Undisclosed,"78,723",9,1,0,0,Single Family,Ownership,Certified/Loan Executed,,,0,None,0,0,0,0,0,0,0,1,No,No,No,No,No,No,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,,,,,,,,0,N/A,-97.689,30.274199,"(30.274199, -97.689)"
347,5572,Empire Communities - SF - Section 10A - 2 (RMMA-MDA),"Catellus Austin, LLC",Catellus Austin LLC,Undisclosed,"78,723",9,1,0,0,Single Family,Ownership,Certified/Loan Executed,,,0,None,0,0,0,0,0,0,0,1,No,No,No,No,No,No,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,,,,,,,,0,N/A,-97.58534,30.2454,"(30.2454, -97.58534)"
347,5573,Empire Communities - SF - Section 10A - 2 (RMMA-MDA),"Catellus Austin, LLC",Catellus Austin LLC,Undisclosed,"78,723",9,1,0,0,Single Family,Ownership,Certified/Loan Executed,,,0,None,0,0,0,0,0,0,0,1,No,No,No,No,No,No,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,,,,,,,,0,N/A,-97.585255,30.245522,"(30.245522, -97.585255)"
347,5574,Empire Communities - SF - Section 10A - 2 (RMMA-MDA),"Catellus Austin, LLC",Catellus Austin LLC,Undisclosed,"78,723",9,1,0,0,Single Family,Ownership,Certified/Loan Executed,,,0,None,0,0,0,0,0,0,0,1,No,No,No,No,No,No,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,,,,,,,,0,N/A,-97.695949,30.297456,"(30.297456, -97.695949)"
347,5575,Empire Communities - SF - Section 10A - 2 (RMMA-MDA),"Catellus Austin, LLC",Catellus Austin LLC,Undisclosed,"78,723",9,1,0,0,Single Family,Ownership,Certified/Loan Executed,,,0,None,0,0,0,0,0,0,0,1,No,No,No,No,No,No,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,,,,,,,,0,N/A,-97.695949,30.297456,"(30.297456, -97.695949)"
661,5577,3000 Funston Street,Austin Housing Finance Corporation,Austin Housing Finance Corporation,Undisclosed,"78,703",10,1,1,0,Single Family,Ownership,Certified/Loan Executed,,,99,None,0,0,0,0,0,0,1,0,No,Yes,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,,,,,,,,0,N/A,-97.757881,30.304116,"(30.304116, -97.757881)"
347,4006,CalAtlantic - SF - Section 9 (RMMA MDA),"Catellus Austin, LLC",Catellus Austin LLC,Undisclosed,"78,723",9,102,60,,Single Family,Ownership,Certified/Loan Executed,,,1,None,0,0,0,0,0,0,60,42,No,No,No,No,No,No,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,,,,,,,,0,N/A,-97.700288,30.295662,"(30.295662, -97.700288)"
347,4007,Standard Pacific - SF - Section 1 (RMMA MDA),"Catellus Austin, LLC",Catellus Austin LLC,Undisclosed,"78,723",9,1,1,,Single Family,Ownership,Affordability Period Expired,2014,2015,1,None,0,0,0,0,0,0,1,0,No,No,No,No,No,No,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,,,,,,,,0,N/A,-97.70059967,30.30060005,"(30.30060005, -97.70059967)"
